SN,country,points,price,province,region_1,variety,winery
4041,Italy,88,80,Tuscany,Brunello di Montalcino,Sangiovese,Tenuta Vitanza
4042,US,88,14,Washington,Columbia Valley (WA),Malbec,Waterbrook
4043,US,88,24,California,Sonoma Coast,Rosé,Apriori
4044,France,88,40,Burgundy,Saint-Aubin,Pinot Noir,Au Pied du Mont Chauve
4045,Italy,88,30,Tuscany,Maremma Toscana,Red Blend,Canneta
4046,US,88,44,California,Dry Creek Valley,Zinfandel,Cast
4047,Italy,88,20,Tuscany,Chianti Classico,Red Blend,Bibbiano
4048,Italy,88,44,Tuscany,Vin Santo del Chianti Classico,Red Blend,Barone Ricasoli
4049,Italy,88,40,Tuscany,Brunello di Montalcino,Sangiovese,Bonacchi
4050,Italy,88,20,Tuscany,Chianti Classico,Sangiovese,Castello di Bossi
4051,Spain,88,32,Northern Spain,Rioja,Tempranillo,Conde de Hervías & Mencos
4052,Spain,88,19,Galicia,Ribeira Sacra,Mencía,D. Ventura
4053,Italy,88,25,Tuscany,Chianti Classico,Red Blend,Fattoria di Montemaggio
4054,Italy,88,36,Tuscany,Vin Santo del Chianti Rufina,White Blend,Fattoria Lavacchio
4055,US,88,27,New York,New York,Merlot,Belhurst
4056,Italy,88,50,Tuscany,Brunello di Montalcino,Sangiovese,Belpoggio
4057,Israel,89,65,Galilee,,Cabernet Sauvignon,Barkan
4058,Italy,89,60,Piedmont,Barolo,Nebbiolo,Battaglio
4059,US,89,40,California,Santa Lucia Highlands,Chardonnay,Bernardus
4060,US,89,32,Oregon,Eola-Amity Hills,Pinot Noir,Bethel Heights
4061,France,89,20,Loire Valley,Vouvray,Chenin Blanc,Clos du Gaimont
4062,Italy,89,30,Piedmont,Barbera d'Alba,Barbera,Comm. G. B. Burlotto
4063,US,89,50,California,Napa Valley,Cabernet Sauvignon,Crossbarn Paul Hobbs
4064,Italy,89,50,Piedmont,Barolo,Nebbiolo,Dosio
4065,Germany,89,28,Mosel,,Riesling,Dr. Heidemanns-Bergweiler
4066,US,89,45,California,Santa Barbara County,Sangiovese,Feliz Noche
4067,US,89,35,Oregon,Rogue Valley,Grenache,Folin Cellars
4068,Germany,89,16,Mosel,,Elbling,Frieden-Berg
4069,US,89,14,California,Lodi,Red Blend,Ghostrider
4070,US,89,13,California,Mendocino,Red Blend,Girasole
4071,Germany,89,13,Rheinhessen,,Gewürztraminer,G&M; Machmer
4072,US,89,42,California,Paso Robles,Rhône-style Red Blend,Guyomar
4073,Italy,89,20,Piedmont,Barbera d'Alba Superiore,Barbera,Il Falchetto
4074,Portugal,89,20,Alentejano,,Portuguese Red,J. Portugal Ramos
4075,US,89,40,California,Mendocino,Red Blend,McFadden
4076,US,89,10,California,California,Merlot,Montevina
4077,France,89,50,Champagne,Champagne,Chardonnay,Pierre Gimonnet et Fils
4078,Portugal,89,20,Douro,,Portuguese White,Quinta de Porrais
4079,Italy,89,55,Piedmont,Barolo,Nebbiolo,Rattalino
4080,US,89,14,Oregon,Oregon,Riesling,Sweet Cheeks
4081,Italy,89,69,Piedmont,Barolo,Nebbiolo,Tenuta Rocca
4082,Portugal,89,30,Alentejano,,Viognier,Terras de Alter
4083,Italy,89,20,Piedmont,Coste della Sesia,Nebbiolo,Travaglini
4084,Germany,88,25,Württemberg,,Lemberger,Grafen Neipperg
4085,Spain,88,13,Northern Spain,Bierzo,Mencía,Cuatro Pasos
4086,Italy,91,33,Lombardy,Lugana,Turbiana,Selva Capuzza
4087,US,91,38,California,Sonoma County,Syrah,Spicy Vines
4088,Austria,91,16,Burgenland,,Blaufränkisch,Strehn
4089,Austria,91,25,Wachau,,Grüner Veltliner,Jäger
4090,US,91,24,Oregon,Willamette Valley,Pinot Noir,King Estate
4091,US,91,42,Oregon,Willamette Valley,Pinot Noir,Left Coast Cellars
4092,France,91,21,Provence,Bandol,Rosé,Les Vignobles Gueissard
4093,Austria,91,19,Burgenland,,Blaufränkisch,Meinklang
4094,US,91,22,California,Santa Lucia Highlands,Syrah,Morgan
4095,Austria,91,32,Carnuntum,,Zweigelt,Nadler
4096,US,91,65,California,Chalone,Pinot Noir,Testarossa
4097,US,91,18,Oregon,Willamette Valley,Pinot Gris,Vista Hills
4098,US,91,33,California,Santa Lucia Highlands,Chardonnay,Williams & Heim
4099,Argentina,91,30,Mendoza Province,Mendoza,Malbec,Luigi Bosca
4100,US,91,46,California,Moon Mountain District Sonoma County,Syrah,Anaba
4101,Spain,91,40,Northern Spain,Toro,Tinta de Toro,Bodegas Fariña
4102,US,91,42,California,Carmel Valley,Cabernet Franc,Boete
4103,US,91,42,California,Mt. Harlan,Chardonnay,Calera
4104,Italy,91,27,Southern Italy,Greco di Tufo,Greco,Cantine di Marzo
4105,US,91,32,California,Paso Robles,Rhône-style White Blend,Cass
4106,Spain,91,30,Northern Spain,Rioja,Tempranillo Blend,Marqués de la Concordia
4107,US,91,25,California,Sonoma County,Cabernet Sauvignon,Fortress
4108,New Zealand,91,23,Marlborough,,Sauvignon Blanc,Greywacke
4109,US,91,125,California,Rutherford,Cabernet Sauvignon,Amici
4110,US,91,125,California,Napa Valley,Cabernet Sauvignon,Patel
4111,Spain,91,35,Northern Spain,Rioja,Tempranillo,Montecillo
4112,US,91,35,New York,Finger Lakes,Cabernet Sauvignon,Shaw
4113,US,91,35,California,Russian River Valley,Pinot Noir,Siduri
4114,US,85,22,New York,Finger Lakes,Gewürztraminer,Swedish Hill
4115,Argentina,85,13,Other,Patagonia,Cabernet Sauvignon,Restivo
4116,US,85,20,New York,Finger Lakes,Cabernet Sauvignon,Rooster Hill
4117,US,85,25,Washington,Yakima Valley,Merlot,OS Winery
4118,France,85,12,Bordeaux,Bordeaux,Bordeaux-style Red Blend,Producta Vignobles
4119,US,85,16,Idaho,,Chardonnay,Vale
4120,Argentina,85,15,Mendoza Province,Mendoza,Red Blend,Kaiken
4121,Italy,85,60,Tuscany,Brunello di Montalcino,Sangiovese,La Serena
4122,France,85,17,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Pezat
4123,Spain,85,9,Northern Spain,Cariñena,Red Blend,Las Valles
4124,Spain,85,23,Northern Spain,Ribera del Duero,Tempranillo Blend,Convento Oreja
4125,France,85,17,Bordeaux,Fronsac,Bordeaux-style Red Blend,Union de Producteurs de Lugon
4126,US,85,17,New York,Finger Lakes,Chardonnay,Keuka Spring
4127,France,85,15,Bordeaux,Bordeaux,Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur
4128,France,85,18,Bordeaux,Médoc,Bordeaux-style Red Blend,Château Amour
4129,France,85,20,Bordeaux,Haut-Médoc,Bordeaux-style Red Blend,Château Laride
4130,Italy,85,35,Tuscany,Bolgheri Superiore,Red Blend,Aia Vecchia
4131,Spain,85,14,Northern Spain,Bierzo,Godello,Alvarez de Toledo
4132,US,85,75,California,Santa Ynez Valley,Cabernet Sauvignon,Coquelicot
4133,US,85,18,Washington,Columbia Valley (WA),White Blend,Patterson
4134,US,85,30,New York,Finger Lakes,Saperavi,Standing Stone
4135,US,85,20,Washington,Yakima Valley,Touriga Nacional,Thurston Wolfe
4136,US,85,14,California,North Coast,White Blend,Novy
4137,France,85,18,Bordeaux,Blaye Côtes de Bordeaux,Bordeaux-style White Blend,Château des Tourtes
4138,US,85,18,Washington,Columbia Valley (WA),Red Blend,Cascade Ridge
4139,Spain,85,16,Northern Spain,Ribera del Duero,Tempranillo,Marqués del Campo
4140,Spain,85,12,Andalucia,Jerez,Sherry,Osborne
4141,US,85,25,California,Sonoma Valley,Port,Wellington
4142,US,85,30,Washington,Naches Heights,Sangiovese,Wilridge
4143,Chile,87,25,Maipo Valley,,Cabernet Sauvignon,Indomita
4144,France,87,13,Rhône Valley,Côtes du Rhône,Rhône-style Red Blend,Laudun Chusclan
4145,France,87,16,Rhône Valley,Côtes du Rhône Villages,Rhône-style White Blend,Laudun Chusclan
4146,Germany,87,17,Mosel,,Riesling,Leonard Kreusch
4147,France,87,17,Rhône Valley,Côtes du Rhône,Rhône-style Red Blend,Les Galets de Sauveterre
4148,Germany,87,26,Württemberg,,Muskateller,Grafen Neipperg
4149,Italy,87,20,Italy Other,Vino Spumante,Nerello Mascalese,Murgo
4150,France,87,11,Southwest France,Côtes de Gascogne,White Blend,Vignobles 46N118
4151,Spain,87,9,Levante,Alicante,Monastrell,Volver
4152,France,87,17,Rhône Valley,Côtes du Rhône,Rhône-style White Blend,Dauvergne & Ranvier
4153,Chile,87,15,Casablanca Valley,,Pinot Noir,Indomita
4154,Spain,87,9,Levante,Jumilla,Monastrell,Comoloco
4155,France,87,14,Southwest France,Cahors,Malbec,Vignobles 46N118
4156,US,87,20,California,Sonoma Valley,Merlot,Wellington
4157,Italy,87,40,Lombardy,Valtellina Superiore,Nebbiolo,Rainoldi
4158,Germany,87,17,Mosel,,Riesling,Schmitt Söhne
4159,France,87,16,Rhône Valley,Côtes du Rhône,Rhône-style Red Blend,Sélection Laurence Féraud
4160,Chile,87,12,Maule Valley,,Carmenère,Sierra Batuco
4161,Chile,87,19,Cachapoal Valley,,Carmenère,Casas del Toqui
4162,US,87,55,California,Mendocino County,Rhône-style Red Blend,Bonterra
4163,France,87,19,Southwest France,Fronton,Negrette,Château Coutinel
4164,France,87,16,Southwest France,Madiran,Red Blend,Château d'Aydie
4165,US,87,40,California,Napa Valley,Cabernet Sauvignon,Atalon
4166,Italy,87,15,Tuscany,Toscana,Red Blend,Castello del Terriccio
4167,Portugal,87,10,Alentejano,,Portuguese Red,Caves Velhas
4168,Italy,87,65,Tuscany,Toscana,Red Blend,Cennatoio
4169,France,87,14,Southwest France,Fronton,Rosé,Château Bellevue la Forêt
4170,US,87,25,California,Sonoma County,Chardonnay,Arrowood
4171,US,87,25,California,Sonoma Coast,Pinot Noir,Chateau St. Jean
4172,Italy,89,35,Tuscany,Bolgheri,Red Blend,Donna Olimpia 1898
4173,US,89,42,California,Dry Creek Valley,Zinfandel,Dutcher Crossing
4174,Italy,89,32,Northeastern Italy,Alto Adige,Gewürztraminer,Elena Walch
4175,US,89,29,Oregon,Willamette Valley,Pinot Noir,Elk Cove
4176,France,89,65,Burgundy,Meursault-Blagny,Chardonnay,Evening Land
4177,US,89,13,California,California,Sauvignon Blanc,Geyser Peak
4178,Germany,89,32,Mosel,,Riesling,Fritz Haag
4179,US,89,20,Oregon,Willamette Valley,Pinot Noir,Lachini
4180,US,89,28,California,Russian River Valley,Pinot Noir,MacMurray Ranch
4181,Portugal,89,14,Tejo,,Portuguese White,Quinta da Alorna
4182,Portugal,89,20,Tejo,,Portuguese Red,Quinta do Cavalinho
4183,Portugal,89,21,Alentejano,,Antão Vaz,Quinta do Quetzal
4184,France,89,55,Burgundy,Saint-Aubin,Chardonnay,Roche de Bellene
4185,Italy,89,18,Northeastern Italy,Alto Adige,Pinot Bianco,St. Pauls
4186,US,89,52,Oregon,Willamette Valley,Pinot Noir,Bergström
4187,US,89,65,California,Santa Lucia Highlands,Pinot Noir,Bernardus
4188,Italy,89,16,Northeastern Italy,Alto Adige,Pinot Bianco,Cantina Produttori Cortaccia
4189,Italy,89,50,Tuscany,Rosso di Toscana,Sangiovese,Castello di Monsanto
4190,France,89,39,Southwest France,Cahors,Malbec,Château du Port
4191,France,89,20,Bordeaux,Puisseguin Saint-Émilion,Bordeaux-style Red Blend,Château Haut-Bernat
4192,France,89,15,Bordeaux,Fronsac,Bordeaux-style Red Blend,Château Tessendey
4193,US,89,30,California,Russian River Valley,Pinot Noir,Balverne
4194,Germany,88,76,Franken,,Riesling,Castell
4195,US,88,80,California,Napa,Bordeaux-style Red Blend,Juslyn Vineyards
4196,US,88,60,California,Santa Cruz Mountains,Pinot Noir,Kings Mountain
4197,Italy,88,40,Tuscany,Chianti Classico,Red Blend,Lamole di Lamole
4198,Italy,88,20,Lombardy,Lugana,Turbiana,Malavasi Daniele
4199,Italy,88,17,Lombardy,Lugana,Turbiana,Marangona
4200,Italy,88,15,Lombardy,Lugana,Turbiana,CàMaiol
4201,US,89,26,California,El Dorado,Grenache,Skinner
4202,Italy,89,44,Sicily & Sardinia,Sicilia,Nero d'Avola,Baglio di Pianetto
4203,Italy,89,27,Sicily & Sardinia,Valli di Porto Pino,Red Blend,Cantina Santadi
4204,Spain,89,27,Northern Spain,Rioja,Garnacha Blanca,Fernández Gómez
4205,France,89,15,Languedoc-Roussillon,Minervois,Rosé,Château du Donjon
4206,France,89,10,Bordeaux,Bordeaux Rosé,Rosé,Château Les Hauts de Palette
4207,Moldova,89,25,Moldova,,Cabernet Sauvignon,Château Vartely
4208,Italy,89,88,Southern Italy,Fiano di Avellino,Fiano,Di Meo
4209,Italy,89,27,Southern Italy,Fiano di Avellino,Fiano,Di Meo
4210,Chile,89,20,Aconcagua Costa,,Chardonnay,Errazuriz
4211,US,89,30,Oregon,Willamette Valley,Pinot Meunier,Amalie Robert
4212,Germany,89,18,Pfalz,,Pinot Noir,August Kesseler
4213,Greece,89,30,Santorini,,Assyrtico,Gaia Wines
4214,France,89,17,Alsace,Alsace,Sylvaner,Domaine Charles Baur
4215,France,89,40,Burgundy,Marsannay,Chardonnay,Domaine Huguenot
4216,Greece,89,21,Ilia,,White Blend,Mercouri Estate
4217,US,89,35,California,Paso Robles,Merlot,San Simeon
4218,US,89,35,California,Paso Robles,Mourvèdre,San Simeon
4219,US,89,70,Oregon,Dundee Hills,Pinot Noir,Sokol Blosser
4220,Spain,89,17,Northern Spain,Rueda,Verdejo,Pipeta
4221,US,89,50,Oregon,Chehalem Mountains,Pinot Noir,Vidon Vineyard
4222,Germany,89,22,Mosel,,Riesling,Kirsten
4223,Italy,89,19,Sicily & Sardinia,Alcamo,Catarratto,Tenuta Rapitalà
4224,France,89,27,Alsace,Alsace,Sylvaner,Kuentz-Bas
4225,France,89,18,Alsace,Alsace,Alsace white blend,Dopff & Irion
4226,Spain,88,18,Northern Spain,Rioja,Tempranillo,Castillo de Mendoza
4227,US,88,16,California,California,Merlot,Fallbrook
4228,US,88,28,California,Adelaida District,Grenache Blanc,Halter Ranch
4229,US,93,34,California,Contra Costa County,Zinfandel,Three
4230,Italy,93,60,Tuscany,Brunello di Montalcino,Sangiovese,Campogiovanni
4231,France,93,28,Alsace,Alsace,Pinot Noir,Cave de Ribeauvillé
4232,US,93,60,California,Russian River Valley,Pinot Noir,Arista
4233,US,93,40,California,Santa Maria Valley,Chardonnay,Byron
4234,US,93,55,California,Sta. Rita Hills,Pinot Noir,Byron
4235,Australia,93,120,South Australia,Barossa,Shiraz,Yalumba
4236,Spain,93,99,Catalonia,Priorat,Carignan,Portal del Priorat
4237,Australia,93,54,South Australia,Barossa,Grenache,Yalumba
4238,Australia,93,100,South Australia,Wrattonbully,Cabernet Sauvignon,Casella
4239,France,93,30,Bordeaux,Margaux,Bordeaux-style Red Blend,Château d'Arsac
4240,France,93,91,Bordeaux,Pessac-Léognan,Bordeaux-style White Blend,Château Haut-Brion
4241,France,93,25,Bordeaux,Saint-Estèphe,Bordeaux-style Red Blend,Château Lilian Ladouys
4242,Italy,93,75,Tuscany,Brunello di Montalcino,Sangiovese,Canalicchio di Sopra
4243,France,93,45,Alsace,Alsace,Gewürztraminer,Cave de Ribeauvillé
4244,US,93,35,California,Monterey County,Grenache,Baker & Brain
4245,US,93,60,California,Russian River Valley,Pinot Noir,Benovia
4246,US,93,60,California,Sonoma Coast,Chardonnay,Black Cordon
4247,US,93,50,California,Anderson Valley,Pinot Noir,Black Kite
4248,France,93,37,Alsace,Alsace,Riesling,Domaine Jean Sipp
4249,France,93,32,Alsace,Alsace,Gewürztraminer,Domaine Saint-Rémy
4250,Italy,93,55,Tuscany,Brunello di Montalcino,Sangiovese,La Gerla
4251,US,93,32,California,Sta. Rita Hills,Chardonnay,Lafond
4252,France,93,34,Alsace,Alsace,Gewürztraminer,Jean-Marc Bernhard
4253,US,93,40,California,Russian River Valley,Pinot Noir,De Loach
4254,US,93,55,California,Livermore Valley,Cabernet Sauvignon,McGrail
4255,US,93,50,California,Green Valley,Chardonnay,Dutton-Goldfield
4256,Bulgaria,90,14,Danube River Plains,,Chardonnay,Chateau Burgozone
4257,Italy,90,56,Piedmont,Barolo,Nebbiolo,Cascina Bongiovanni
4258,Italy,90,129,Piedmont,Barolo,Nebbiolo,Luigi Oddero & Figli
4259,US,90,25,California,Sonoma County,Chardonnay,Lynmar
4260,Canada,90,30,British Columbia,Okanagan Valley,Chardonnay,Meyer Family Vineyards
4261,Italy,90,135,Piedmont,Barolo,Nebbiolo,Mirafiore
4262,Italy,90,48,Piedmont,Barbaresco,Nebbiolo,Oddero
4263,Morocco,90,17,Zenata,,Syrah,Ouled Thaleb
4264,US,90,80,California,Sonoma County,Merlot,Pride Mountain
4265,France,90,75,Alsace,Alsace,Pinot Noir,René Muré
4266,Switzerland,90,28,Valais,,Chasselas,Robert Gilliard
4267,Portugal,90,40,Alentejo,,Portuguese Red,Roquevale
4268,Italy,90,105,Piedmont,Barolo,Nebbiolo,Viberti
4269,Chile,90,30,Colchagua Valley,,Carmenère,Viña La Ronciere
4270,US,90,25,California,Napa Valley,Merlot,Flora Springs
4271,Italy,90,64,Italy Other,Vino da Tavola,Nerello Mascalese,Frank Cornelissen
4272,Italy,90,25,Piedmont,Langhe,Nebbiolo,G D Vajra
4273,US,90,55,California,Napa Valley,Chardonnay,Brown Estate
4274,US,90,32,California,Sonoma County,Rhône-style Red Blend,Carica
4275,Italy,90,85,Piedmont,Barolo,Nebbiolo,Cascina del Monastero
4276,Switzerland,90,21,Neuchâtel,,White Blend,Château d'Auvernier
4277,France,90,13,Bordeaux,Bordeaux Supérieur,Bordeaux-style Red Blend,Château La Mothe du Barry
4278,US,90,35,California,Sta. Rita Hills,Grenache,Ampelos
4279,Portugal,90,15,Douro,,Portuguese Red,Ramos-Pinto
4280,US,90,42,California,Sonoma Valley,Cabernet Sauvignon,Ram's Gate
4281,US,90,74,California,Sonoma Coast,Chardonnay,Ram's Gate
4282,France,90,25,Alsace,Alsace,Riesling,Henri Schoenheitz
4283,US,90,25,California,Santa Barbara County,Rhône-style Red Blend,Epiphany
4284,Italy,90,24,Piedmont,Langhe,Nebbiolo,Giuseppe Cortese
4285,US,90,14,New York,Finger Lakes,Pinot Gris,Lakewood
4286,Portugal,87,18,Douro,,Portuguese White,Porca de Murça
4287,US,87,10,California,California,Zinfandel,Ravenswood
4288,US,87,22,California,Temecula Valley,Pinot Grigio,Robert Renzoni
4289,US,87,40,California,Alexander Valley,Cabernet Sauvignon,Rodney Strong
4290,Chile,87,12,Elqui Valley,,Sauvignon Blanc,San Pedro
4291,US,87,26,Oregon,Willamette Valley,Pinot Noir,Spindrift Cellars
4292,Italy,87,15,Tuscany,Toscana,Red Blend,Tenuta La Badiola
4293,France,87,27,Southwest France,Buzet,Cabernet Sauvignon,Vignerons de Buzet
4294,US,87,17,Oregon,Eola-Amity Hills,Dolcetto,Walnut City WineWorks
4295,Chile,87,24,Maipo Valley,,Chardonnay,William Fèvre
4296,US,87,25,California,Sonoma County,Chardonnay,Arrowood
4297,US,87,40,California,Napa Valley,Cabernet Sauvignon,Atalon
4298,Italy,87,15,Tuscany,Toscana,Red Blend,Castello del Terriccio
4299,Portugal,87,10,Alentejano,,Portuguese Red,Caves Velhas
4300,Italy,87,65,Tuscany,Toscana,Red Blend,Cennatoio
4301,France,87,14,Southwest France,Fronton,Rosé,Château Bellevue la Forêt
4302,France,87,19,Southwest France,Fronton,Negrette,Château Coutinel
4303,France,87,16,Southwest France,Madiran,Red Blend,Château d'Aydie
4304,US,87,25,California,Sonoma Coast,Pinot Noir,Chateau St. Jean
4305,US,87,48,Oregon,Eola-Amity Hills,Pinot Noir,Et Fille
4306,France,87,14,Southwest France,Cahors,Malbec,Vignobles 46N118
4307,Spain,87,22,Catalonia,Cava,Sparkling Blend,La Vida al Camp
4308,France,87,11,Rhône Valley,Côtes du Rhône,Rhône-style Red Blend,Louis Bernard
4309,Greece,87,17,Peloponnese,,White Blend,Gaia Wines
4310,Greece,87,25,Chalkidiki,,White Blend,Claudia Papayianni
4311,US,87,23,California,Paso Robles,Cabernet Sauvignon,Force of Nature
4312,Portugal,87,8,Alentejano,,Portuguese White,Herdade de São Miguel
4313,US,87,24,California,Santa Ynez Valley,Sauvignon Blanc,Ibarra
4314,Spain,87,20,Northern Spain,Rioja,Rosado,Marqués de Cáceres
4315,US,86,45,Arizona,Arizona,Petite Sirah,Page Springs
4316,US,86,54,Arizona,Arizona,Red Blend,Sultry Cellars
4317,Portugal,86,9,Alentejano,,Portuguese Red,Terras de Alter
4318,Italy,86,35,Piedmont,Barbaresco,Nebbiolo,Terre da Vino
4319,Spain,86,9,Northern Spain,Ribera del Duero,Tempranillo,Torrederos
4320,US,86,21,Oregon,Willamette Valley,White Blend,Treos
4321,US,86,28,Virginia,Monticello,Sparkling Blend,Trump
4322,Portugal,86,15,Lisboa,,Portuguese Red,Vidigal
4323,US,86,24,California,Russian River Valley,Tannat,Y Rousseau
4324,France,86,20,Bordeaux,Médoc,Bordeaux-style Red Blend,Monfort-Bellevue
4325,US,86,25,California,Russian River Valley,Viognier,Novy
4326,US,86,23,North Carolina,Swan Creek,Sangiovese,Raffaldini
4327,Italy,86,45,Piedmont,Barolo,Nebbiolo,Raineri Gianmatteo
4328,US,86,28,America,,Chardonnay,Arizona Stronghold
4329,Spain,86,8,Central Spain,Valdepeñas,Tempranillo,Bodegas Los Llanos
4330,US,86,45,Arizona,Arizona,Petite Syrah,Freitas
4331,Portugal,86,8,Dão,,Portuguese Red,Borges
4332,France,86,15,Loire Valley,Touraine,Sauvignon Blanc,Bougrier
4333,France,86,16,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Château Bonnet
4334,France,86,18,Bordeaux,Bordeaux Blanc,Sauvignon Blanc,Château du Cros
4335,France,86,15,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Château la Freynelle
4336,France,86,26,Bordeaux,Côtes de Bourg,Bordeaux-style Red Blend,Château le Piat
4337,France,86,17,Bordeaux,Côtes de Bourg,Bordeaux-style Red Blend,Château Noblet
4338,France,86,14,Bordeaux,Bordeaux Rosé,Rosé,Château Tour de Guiet
4339,US,86,19,Oregon,Oregon,Pinot Gris,Corvallis Cellars
4340,Spain,86,9,Northern Spain,Campo de Borja,Rosado,Coto de Hayas
4341,Argentina,86,13,Other,Patagonia,Malbec,Ruta 22
4342,US,86,23,Oregon,Umpqua Valley,Pinot Noir,River's Edge
4343,US,91,50,California,Russian River Valley,Pinot Noir,Siduri
4344,US,91,25,California,Sierra Foothills,Zinfandel,Sierra Starr
4345,New Zealand,91,20,Marlborough,,Riesling,Spy Valley
4346,Austria,91,15,Burgenland,,Grüner Veltliner,Esterházy
4347,Italy,91,21,Southern Italy,Fiano di Avellino,Fiano,Feudi di San Gregorio
4348,US,91,72,California,Happy Canyon of Santa Barbara,Cabernet Sauvignon,Foxen 7200
4349,Italy,91,16,Northeastern Italy,Collio,Malvasia,Gradis'ciutta
4350,US,91,40,Washington,Wahluke Slope,Red Blend,Kerloo
4351,US,91,25,California,Santa Ynez Valley,Grenache,Koehler
4352,France,91,23,Provence,Bandol,Rosé,Ravoire et Fils
4353,Italy,91,25,Northeastern Italy,Collio,Sauvignon,Ronco Blanchis
4354,US,91,30,California,Santa Ynez Valley,Petit Verdot,Santa Barbara Winery
4355,Italy,91,26,Northeastern Italy,Collio,Pinot Bianco,Schiopetto
4356,US,91,44,California,Santa Lucia Highlands,Pinot Noir,Silver Mountain
4357,US,91,50,Oregon,Southern Oregon,Malbec-Tannat,Troon
4358,US,91,80,California,Napa Valley,Cabernet Sauvignon,Angelo Cellars
4359,Italy,91,35,Southern Italy,Aglianico del Vulture,Aglianico,Basilisco
4360,US,91,75,Oregon,Chehalem Mountains,Pinot Noir,Bergström
4361,France,91,29,Provence,Côtes de Provence,Rosé,Bernard Magrez
